"Entity Name","Entity ID","Fiscal Year","Valuation Date","Name of Actuary","Actuarial Accrued Liability_Funding Position","Actuarial Value of Assets","Unfunded Actuarial Accrued Liability (UAAL)","Funded Ratio (Rounded to Nearest Tenth, Example: 99.9) (%)","Annual Covered Payroll_Funding Position","UAAL as a Percenrate of ACP (%)","Select Method Used to Determine Actuarial Accrued Liability","Please Specifiy Other Method"
"City of Concord Retirement System","7230","20132014","2012-06-30T00:00:00","Bartel Associates LLC","60,762,000","37,545,000","23,217,000","61.8","0","0","1","NULL"
"City of Concord Retirement System","7230","20122013","2012-06-30T00:00:00","Bartel Associates LLC","63,895,000","39,820,000","24,075,000","62.3","0","NULL","1","NULL"
"City of Concord Retirement System","7230","20112012","2010-06-30T00:00:00","Milliman","65,272,000","43,596,000","21,676,000","66.8","0","NULL","1","NULL"
"City of Concord Retirement System","7230","20102011","2010-06-30T00:00:00","Milliman","65,272,000","43,596,000","21,676,000","66.8","0","NULL","1","NULL"
"City of Concord Retirement System","7230","20092010","2007-06-30T00:00:00","Bartel Associates","68,988,000","51,199,000","17,789,000","74.2","0","NULL","1","NULL"
"City of Concord Retirement System","7230","20082009","2007-06-30T00:00:00","Bartel Associates","68,988,000","51,199,000","17,789,000","74.2","0","NULL","1","NULL"
"City of Concord Retirement System","7230","20072008","2007-06-30T00:00:00","Bartel Associates","68,988,000","51,199,000","17,789,000","74.2","0","NULL","1","NULL"
"City of Concord Retirement System","7230","20062007","2005-06-30T00:00:00","Buck Consultants","69,185,000","58,653,000","10,532,000","84.8","0","NULL","1","NULL"
"City of Concord Retirement System","7230","20052006","2005-06-30T00:00:00","Buck Consultants","69,185,000","58,653,000","10,532,000","84.8","0","NULL","1","NULL"
"Home Gardens Sanitary District Pension Plan","7157","20062007","NULL","DCP",,,"0","NULL","92,167","NULL","NULL","NULL"
"City of Concord Retirement System","7230","20042005","2005-06-30T00:00:00","Buck Consultants","69,185,000","58,653,000","10,532,000","84.8","0","NULL","1","NULL"
"City of Concord Retirement System","7230","20032004","2002-06-30T00:00:00","Buck Consultants","62,840,000","61,807,000","1,033,000","98.4","0","NULL","1","NULL"
"City of Concord Retirement System","7230","20022003","2002-06-30T00:00:00","Buck Consultants","62,840,000","61,807,000","1,033,000","98.4","0","NULL","1","NULL"
"City of Delano Employee Pension Plan","7235","20152016","2016-07-01T00:00:00","The Nyhart Company","45,135,501","28,454,739","16,680,762","63","9,341,353","178.6","1","NULL"
"City of Delano Employee Pension Plan","7235","20142015","2015-06-30T00:00:00","Prien Associates, Inc.","39,379,112","26,766,479","12,612,633","68","9,437,035","133.6","1","NULL"
"City of Delano Employee Pension Plan","7235","20132014","2014-06-30T00:00:00","Prien Associates, Inc.","37,376,922","23,637,733","13,739,189","63.2","7,651,451","179.6","1","NULL"
"City of Delano Employee Pension Plan","7235","20122013","2013-06-30T00:00:00","Prien Associates, Inc.","35,920,288","22,412,259","13,508,029","62.4","6,030,812","224","1","NULL"
"City of Delano Employee Pension Plan","7235","20112012","2012-06-30T00:00:00","Prien Associates, Inc.","35,090,044","22,869,464","12,220,580","65.2","6,769,580","180.5","1","NULL"
"City of Delano Employee Pension Plan","7235","20102011","2011-06-30T00:00:00","Prien Associates, Inc.","33,978,297","23,208,657","10,769,640","68.3","8,052,394","127.3","1","NULL"
"City of Irvine Defined Contribution Pension Plan","7252","20092010","NULL","dcp",,,"0","NULL","1,371,322","NULL","NULL","NULL"
"City of Delano Employee Pension Plan","7235","20092010","2010-06-30T00:00:00","Prien Associates, Inc.","32,480,826","20,715,515","11,765,311","63.8","8,585,478","137","1","NULL"
"City of Delano Employee Pension Plan","7235","20082009","2009-06-30T00:00:00","Prien Associates, Inc.","29,881,644","18,323,795","11,557,849","61.3","7,853,316","147.2","1","NULL"
"City of Delano Employee Pension Plan","7235","20072008","2008-06-30T00:00:00","Prien Associates, Inc.","27,169,641","18,426,143","8,743,498","67.8","6,873,360","127.2","1","NULL"
"City of Delano Employee Pension Plan","7235","20062007","2007-06-30T00:00:00","Prien Associates, Inc.","24,767,406","19,454,948","5,312,458","78.6","6,402,086","83","1","NULL"
"City of Delano Employee Pension Plan","7235","20052006","2006-06-30T00:00:00","Prien Associates, Inc.","21,484,859","16,839,790","4,645,069","78.4","6,273,978","74","1","NULL"
"City of Delano Employee Pension Plan","7235","20042005","2005-06-30T00:00:00","Prien Associates, Inc.","19,633,478","15,041,136","4,592,342","76.6","7,895,996","81.3","1","NULL"
"City of Delano Employee Pension Plan","7235","20032004","2004-06-30T00:00:00","Prien Associates, Inc.","21,702,704","14,437,010","7,265,694","66.5","7,443,008","97.1","1","NULL"
"City of Delano Employee Pension Plan","7235","20022003","2003-06-30T00:00:00","Prien Associates, Inc.","19,736,558","12,198,132","7,538,426","61.8","7,305,354","103.2","1","NULL"
"City of East Palo Alto Retirement Plan","7256","20102011","NULL","dcp",,,"0","NULL",,"NULL","NULL","NULL"
"City of East Palo Alto Retirement Plan","7256","20092010","NULL","dcp",,,"0","NULL","9,313,626","NULL","NULL","NULL"
"City of East Palo Alto Retirement Plan","7256","20082009","NULL","dcp",,,"0","NULL","9,745,313","NULL","NULL","NULL"
"City of East Palo Alto Retirement Plan","7256","20072008","NULL","dcp",,,"0","NULL","8,393,177","NULL","NULL","NULL"
"City of East Palo Alto Retirement Plan","7256","20062007","NULL","dcp",,,"0","NULL","9,579,864","NULL","NULL","NULL"
"City of East Palo Alto Retirement Plan","7256","20052006","NULL","dcp",,,"0","NULL","7,298,474","NULL","NULL","NULL"
"City of East Palo Alto Retirement Plan","7256","20042005","NULL","dcp",,,"0","NULL","6,856,174","NULL","NULL","NULL"
"City of El Cerrito Employees' Pension Trust Fund","7225","20152016","2013-07-01T00:00:00","Milliman Inc.","703,280",,"703,280","0","0","NULL","8","pay as you go"
"City of El Cerrito Employees' Pension Trust Fund","7225","20142015","2013-07-01T00:00:00","Milliman Inc","703,280",,"703,280","0","0","NULL","8","Pay as you go"
"City of El Cerrito Employees' Pension Trust Fund","7225","20132014","2013-07-01T00:00:00","Milliman Inc.","703,280",,"703,280","0","0","NULL","8","Pay-as-you-go"
"City of El Cerrito Employees' Pension Trust Fund","7225","20122013","2013-07-01T00:00:00","Milliman, Inc.","703,280",,"703,280","0","0","NULL","8","Pay-as-you-go"
"City of El Cerrito Employees' Pension Trust Fund","7225","20112012","2010-07-01T00:00:00","Milliman USA","947,848",,"947,848","0","0","NULL","8","Pay-as-you-go"
"City of El Cerrito Employees' Pension Trust Fund","7225","20102011","2010-07-01T00:00:00","Milliman USA","947,848",,"947,848","0","0","NULL","8","Pay-as-you-go"
"City of El Cerrito Employees' Pension Trust Fund","7225","20092010","2010-07-01T00:00:00","Milliman, USA","947,848",,"947,848","0","0","NULL","8","Pay-as-you-go"
"City of El Cerrito Employees' Pension Trust Fund","7225","20082009","2007-07-01T00:00:00","Milliman, USA","1,282,150","0","1,282,150","0","0","NULL","8","Pay-as-you-go"
"City of El Cerrito Employees' Pension Trust Fund","7225","20072008","2007-07-01T00:00:00","Milliman USA","1,282,150","0","1,282,150","0","0","NULL","8","Pay-As-You-Go Method"
"City of El Cerrito Employees' Pension Trust Fund","7225","20062007","2007-07-01T00:00:00","Milliman USA","1,282,150",,"1,282,150","0","0","NULL","8","Transitioning To A Pay-As-You-Go Method"
"City of El Cerrito Employees' Pension Trust Fund","7225","20052006","2004-07-01T00:00:00","Milliman USA","1,502,924","6,036","1,496,888","0.4","0","NULL","8","Transitioning To A Pay-As-You-Go Method"
"City of El Cerrito Employees' Pension Trust Fund","7225","20042005","2004-07-01T00:00:00","Milliman USA","1,502,924","6,036","1,496,888","0.4","0","NULL","8","Pay-As-You-Go Method"
"City of El Cerrito Employees' Pension Trust Fund","7225","20032004","2004-07-01T00:00:00","Milliman USA","1,502,924","6,036","1,496,888","0.4","0","NULL","8","Transitioning To A Pay-As-You-Go Method"
"City of El Cerrito Employees' Pension Trust Fund","7225","20022003","2001-07-01T00:00:00","Milliman USA","2,053,000","148,085","1,904,915","7.2","0","NULL","8","Transition To A Pay-As-You-Go Method"
"City of Emeryville Pension Plan","7221","20152016","2014-06-30T00:00:00","Bartel Asso., LLC","185,940","304,561","-118,621","163.8","22,855","-519","5","NULL"
"City of Emeryville Pension Plan","7221","20142015","2014-06-30T00:00:00","Bartel Asso., LLC","185,940","325,435","-139,495","175","27,528","NULL","5","NULL"
"City of Emeryville Pension Plan","7221","20132014","2014-06-30T00:00:00","Bartel Asso., LLC","185,940","353,163","-167,223","189.9","0","NULL","5","NULL"
"City of Emeryville Pension Plan","7221","20122013","2013-06-30T00:00:00","Bartel Associates, LLC","192,000","382,862","-190,862","199.4","0","NULL","5","NULL"
"City of Emeryville Pension Plan","7221","20112012","2009-06-30T00:00:00","Bartel Associates, LLC","512,000","410,368","101,632","80.2","29,738","341.8","5","NULL"
"City of Emeryville Pension Plan","7221","20102011","2009-06-30T00:00:00","Bartel Associates, LLC","512,000","156,132","355,868","30.5","0","0","5","NULL"
"City of Emeryville Pension Plan","7221","20092010","2009-06-30T00:00:00","Bartel Associates, LLC","512,000","156,132","355,868","30.5","0","602.6","5","NULL"
"City of Emeryville Pension Plan","7221","20082009","2009-06-30T00:00:00","Bartel Associates, LLC","512,000","156,132","355,868","30.5","72,413","491.4","5","NULL"
"City of Emeryville Pension Plan","7221","20072008","2006-06-30T00:00:00","Bartel Associates, LLC","561,000","222,041","338,959","39.6","70,994","477.4","5","NULL"
"City of Emeryville Pension Plan","7221","20062007","2006-06-30T00:00:00","Bartel Associates, LLC","561,000","342,116","218,884","61","0","400.6","5","NULL"
"City of Emeryville Pension Plan","7221","20052006","2006-06-30T00:00:00","Bartel Associates, LLC","561,000","342,116","218,884","61","0","NULL","5","NULL"
"City of Emeryville Pension Plan","7221","20042005","2003-06-30T00:00:00","Bartel Associates, LLC","527,000","452,731","74,269","85.9","0","NULL","5","NULL"
"City of Emeryville Pension Plan","7221","20032004","2003-06-30T00:00:00","Bartel Associates, LLC","527,000","452,731","74,269","85.9","0","NULL","5","NULL"
"City of Emeryville Pension Plan","7221","20022003","2003-06-30T00:00:00","Bartel Associates, LLC","527,000","510,260","16,740","96.8","0","NULL","5","NULL"
"City of Eureka Fire and Police Retirement System","7233","20152016","2016-06-30T00:00:00","Richard D. Kern","3,625,385","-1,702","3,627,087","0","0","NULL","1","NULL"
"City of Eureka Fire and Police Retirement System","7233","20142015","2015-06-30T00:00:00","Richard D. Kern","3,345,646","4,771","3,340,875","0.1","0","NULL","1","NULL"
"City of Irvine Defined Contribution Pension Plan","7252","20052006","NULL","dcp",,,"0","NULL","1,838,720","NULL","NULL","NULL"
"City of Eureka Fire and Police Retirement System","7233","20132014","2014-06-30T00:00:00","Richard D. Kern","3,565,386","46,751","3,518,635","1.3","0","NULL","1","NULL"
"City of Eureka Fire and Police Retirement System","7233","20122013","2013-06-30T00:00:00","Richard D. Kern","3,792,045","25,252","3,766,793","0.7","427,403","881.3","1","NULL"
"City of Eureka Fire and Police Retirement System","7233","20112012","2012-06-30T00:00:00","Richard D. Kern","4,020,040","51,919","3,968,121","1.3","0","NULL","1","NULL"
"City of Eureka Fire and Police Retirement System","7233","20102011","2010-06-30T00:00:00","Richard D. Kern","4,682,353","15,016","4,667,337","0.3","515,010","906.3","1","NULL"
"City of Eureka Fire and Police Retirement System","7233","20092010","2009-06-30T00:00:00","Richard D. Kern","4,740,136","634,937","4,105,199","13.4","518,111","792.3","1","NULL"
"City of Eureka Fire and Police Retirement System","7233","20082009","2009-06-30T00:00:00","Richard D. Kern","4,740,136","634,937","4,105,199","13.4","0","NULL","1","NULL"
"City of Eureka Fire and Police Retirement System","7233","20072008","2008-06-30T00:00:00","Richard D. Kern","4,959,400","860,058","4,099,342","17.3","0","NULL","1","NULL"
"City of Eureka Fire and Police Retirement System","7233","20062007","2007-06-30T00:00:00","Richard D. Kern","4,806,301","1,284,477","3,521,824","26.7","0","NULL","1","NULL"
"City of Eureka Fire and Police Retirement System","7233","20052006","2006-06-30T00:00:00","Richard D. Kern","4,985,969","904,323","4,081,646","18.1","0","NULL","1","NULL"
"City of Eureka Fire and Police Retirement System","7233","20042005","2005-06-30T00:00:00","Richard D. Kern","5,599,704","875,908","4,723,796","15.6","0","NULL","1","NULL"
"City of Eureka Fire and Police Retirement System","7233","20032004","2004-06-30T00:00:00","Richard D. Kern","5,749,458","1,253,920","4,495,538","21.8","0","NULL","1","NULL"
"City of Eureka Fire and Police Retirement System","7233","20022003","2002-06-30T00:00:00","Richard D. Kern","6,648,840","1,542,831","5,106,009","23.2","0","NULL","1","NULL"
"City of Fresno Employees' Retirement System","7232","20152016","2016-06-30T00:00:00","The Segal Company","976,909,000","1,087,125,081","-110,216,081","111.3","113,435,836","-97.1","1","NULL"
"City of Fresno Employees' Retirement System","7232","20142015","2015-06-30T00:00:00","The Segal Company","960,364,000","1,049,092,965","-88,728,965","109.2","110,106,595","-80.5","1","NULL"
"City of Fresno Employees' Retirement System","7232","20132014","2014-06-30T00:00:00","The Segal Company","950,000,000","994,000,000","-44,000,000","104.6","108,942,466","-40.4","1","NULL"
"City of Fresno Employees' Retirement System","7232","20122013","2012-06-30T00:00:00","The Segal Company","871,958,000","891,366,137","-19,408,137","102.2","112,306,952","-17.3","5","NULL"
"City of Fresno Employees' Retirement System","7232","20112012","2011-06-30T00:00:00","The Segal Company","788,110,000","920,217,334","-132,107,334","116.8","117,577,340","-112.4","5","NULL"
"City of Fresno Employees' Retirement System","7232","20102011","2010-06-30T00:00:00","The Segal Company","756,257,538","926,369,725","-170,112,187","122.5","131,223,821","-129.6","5","NULL"
"City of Fresno Employees' Retirement System","7232","20092010","2009-06-30T00:00:00","The Segal Company","715,249,679","958,032,146","-242,782,467","133.9","139,274,148","-174.3","5","NULL"
"City of Fresno Employees' Retirement System","7232","20082009","2008-06-30T00:00:00","The Segal Company","689,832,998","980,961,408","-291,128,410","142.2","133,109,913","-218.7","5","NULL"
"City of Fresno Employees' Retirement System","7232","20072008","2007-06-30T00:00:00","The Segal Company","631,305,003","926,525,370","-295,220,367","146.8","122,231,947","-241.5","5","NULL"
"City of Fresno Employees' Retirement System","7232","20062007","2006-06-30T00:00:00","The Segal Company","613,913,079","847,515,671","-233,602,592","138.1","111,378,365","-209.7","5","NULL"
"City of Fresno Employees' Retirement System","7232","20052006","2005-06-30T00:00:00","Gabriel, Roeder, Smith & Co.","565,550,000","790,858,000","-225,308,000","139.8","102,557,676","-219.7","5","NULL"
"City of Irvine Defined Contribution Pension Plan","7252","20112012","NULL","dcp",,,"0","NULL","1,262,130","NULL","NULL","NULL"
"City of Fresno Employees' Retirement System","7232","20042005","2003-06-30T00:00:00","Gabriel, Roeder, Smith & Co.","545,687,000","698,885,000","-153,198,000","128.1","99,744,943","-157.4","5","NULL"
"City of Fresno Employees' Retirement System","7232","20032004","2003-06-30T00:00:00","Gabriel, Roeder, Smith & Co.","545,687,000","698,885,000","-153,198,000","128.1","97,348,526","-154.4","5","NULL"
