entity_name,entity_id,fiscal_year,AAL,AVA,UAAL,funded_ratio,ACP,contributions,investment_income,other_additions,admin_expense,benefit_payments,member_refunds,other_deductions,return_1yr,return_3yr,return_5yr,adc_amount,contribution_deficiency,net_cash_flow,contribution_to_payroll,funded_ratio_prev,funded_ratio_change
Golden Gate Transit District Amalgamated Retirement Plan,7144,2003,113349000.0,111546000.0,1803000.0,98.4,23660000.0,0.0,-10816788.0,0.0,454123.0,5726931.0,0.0,0.0,,,,,,-16997842.0,0.0,,
Golden Gate Transit District Amalgamated Retirement Plan,7144,2004,118371000.0,112137000.0,6234000.0,94.7,22952000.0,2990733.0,17599136.0,0.0,382124.0,6276279.0,0.0,0.0,,,,,,13931466.0,0.13030380794701987,98.4,-3.700000000000003
Golden Gate Transit District Amalgamated Retirement Plan,7144,2005,120251000.0,115857000.0,4394000.0,96.3,20249000.0,2711704.0,11898051.0,0.0,359897.0,6771441.0,0.0,0.0,12.4,7.37,1.98,,,7478417.0,0.13391792187268506,94.7,1.5999999999999943
Golden Gate Transit District Amalgamated Retirement Plan,7144,2006,122198000.0,117796000.0,4402000.0,96.4,18175000.0,2682915.0,5266078.0,0.0,433354.0,7468637.0,0.0,0.0,4.6,12.43,3.12,,,47002.0,0.1476156808803301,96.3,0.10000000000000853
Golden Gate Transit District Amalgamated Retirement Plan,7144,2007,126318000.0,123189000.0,3129000.0,97.5,17825000.0,2713581.0,14337245.0,0.0,353766.0,7500910.0,0.0,0.0,12.9,9.0,7.9,,,9196150.0,0.15223455820476858,96.4,1.0999999999999943
Golden Gate Transit District Amalgamated Retirement Plan,7144,2008,126318000.0,123189000.0,3129000.0,97.5,18776000.0,2865664.0,7355476.0,0.0,375917.0,7931940.0,0.0,0.0,6.1,7.87,11.26,,,1913283.0,0.15262377503195568,97.5,0.0
Golden Gate Transit District Amalgamated Retirement Plan,7144,2009,136011000.0,103202000.0,32809000.0,75.9,19246653.0,2918755.0,-33863619.0,0.0,418678.0,7788615.0,0.0,0.0,-27.6,-4.6,0.4,,,-39152157.0,0.15165000376948656,97.5,-21.599999999999994
Golden Gate Transit District Amalgamated Retirement Plan,7144,2010,138936378.0,105633839.0,33302539.0,76.0,19965307.0,3718356.0,16120474.0,0.0,320767.0,8067802.0,0.0,60764.0,19.2,-2.9,1.6,,,11389497.0,0.18624086271250426,75.9,0.09999999999999432
Golden Gate Transit District Amalgamated Retirement Plan,7144,2011,138936378.0,105633839.0,33302539.0,76.0,19980652.0,3840227.0,11883122.0,0.0,415543.0,8688602.0,0.0,0.0,12.5,-1.0,3.1,,,6619204.0,0.19219728165026848,76.0,0.0
Golden Gate Transit District Amalgamated Retirement Plan,7144,2012,143140197.0,97961812.0,45178385.0,68.4,19765535.0,3801481.0,-1981695.0,0.0,382345.0,9268602.0,0.0,0.0,-2.09,9.72,0.03,,,-7831161.0,0.19232876823217787,76.0,-7.599999999999994
Golden Gate Transit District Amalgamated Retirement Plan,7144,2013,149695028.0,102670728.0,47024300.0,68.6,20886904.0,4005242.0,12368225.0,0.0,399886.0,9513278.0,0.0,0.0,13.18,7.71,5.94,,,6460303.0,0.19175852965092385,68.4,0.19999999999998863
Golden Gate Transit District Amalgamated Retirement Plan,7144,2014,149695028.0,102670728.0,47024300.0,68.6,21395759.0,4099856.0,17348726.0,0.0,450940.0,9905956.0,0.0,0.0,17.36,9.15,6.93,,,11091686.0,0.19162003086686477,68.6,0.0
Golden Gate Transit District Amalgamated Retirement Plan,7144,2015,149695028.0,102670728.0,47024300.0,68.6,21166280.0,4055024.0,8263392.0,0.0,439301.0,10613134.0,0.0,0.0,7.46,12.62,9.54,,,1265981.0,0.19157943672671815,68.6,0.0
Golden Gate Transit District Amalgamated Retirement Plan,7144,2016,159256343.0,111624209.0,47632134.0,70.1,22050158.0,4589168.0,-821742.0,0.0,498941.0,11272180.0,0.0,0.0,-0.6,7.9,6.8,,,-8003695.0,0.2081240415601557,68.6,1.5
Golden Gate Transit District Amalgamated Retirement Plan,7144,2017,159256343.0,111624209.0,47632134.0,70.1,21981000.0,4978192.0,7281414.0,0.0,410004.0,12184457.0,0.0,0.0,7.4,4.7,8.8,6666000.0,2699000.0,-334855.0,0.22647704835994723,70.1,0.0
Golden Gate Transit District Amalgamated Retirement Plan,7144,2018,182788380.0,109986152.0,72802228.0,60.2,22875000.0,5699315.0,13452107.0,0.0,516799.0,12840679.0,0.0,0.0,13.5,6.9,9.2,8095000.0,3512000.0,5793944.0,0.2491503825136612,70.1,-9.899999999999991
Golden Gate Transit District Amalgamated Retirement Plan,7144,2019,182788380.0,109986152.0,72802228.0,60.17,23393000.0,6681520.0,-6567739.0,0.0,615519.0,13291965.0,0.0,0.0,,,,7771000.0,2725000.0,-13793703.0,0.2856204847603984,60.2,-0.030000000000001137
Golden Gate Transit District Amalgamated Retirement Plan,7144,2020,196005176.0,104182604.0,91822572.0,53.15,22247533.0,6521251.0,14009908.0,0.0,751140.0,13971839.0,0.0,0.0,,,,8516000.0,3589000.0,5808180.0,0.29312243294571133,60.17,-7.020000000000003
Golden Gate Transit District Amalgamated Retirement Plan,7144,2021,196005176.0,104182604.0,91822572.0,53.15,19709000.0,7248023.0,6831355.0,0.0,797400.0,14541594.0,0.0,0.0,,,,7925000.0,2998000.0,-1259616.0,0.36775194073773404,53.15,0.0
Golden Gate Transit District Amalgamated Retirement Plan,7144,2022,200230814.0,100790020.0,99440794.0,50.34,19332000.0,5919024.0,15049526.0,0.0,721833.0,15488407.0,0.0,0.0,,,,6961000.0,1098000.0,4758310.0,0.30617752948479204,53.15,-2.809999999999995
Golden Gate Transit District Amalgamated Retirement Plan,7144,2023,205290300.0,102502831.0,102787469.0,49.93,15085000.0,5719725.0,-9522913.0,0.0,764422.0,16233776.0,0.0,0.0,,,,8825000.0,3933000.0,-20801386.0,0.37916639045409345,50.34,-0.4100000000000037
Golden Gate Transit District Amalgamated Retirement Plan,7144,2024,198631893.0,95384216.0,103247677.0,48.02,13153000.0,11473151.0,7107016.0,0.0,771915.0,16121675.0,0.0,0.0,,,,9263000.0,4539000.0,1686577.0,0.8722839656352163,49.93,-1.9099999999999966
Antelope Valley Hospital Medical Center Retirement Plan,7148,2004,77825134.0,74230808.0,3594326.0,95.4,63670685.0,0.0,8894303.0,0.0,31271.0,1942171.0,0.0,0.0,,,,,,6920861.0,0.0,,
Antelope Valley Hospital Medical Center Retirement Plan,7148,2005,90493657.0,75283631.0,15210026.0,83.2,77600118.0,0.0,6130392.0,0.0,21450.0,2030313.0,0.0,0.0,8.2,8.76,5.68,,,4078629.0,0.0,95.4,-12.200000000000003
Antelope Valley Hospital Medical Center Retirement Plan,7148,2006,101190902.0,78609905.0,22580997.0,77.7,98599453.0,1200000.0,8196169.0,0.0,30980.0,2287926.0,0.0,0.0,8.2,8.76,5.07,,,7077263.0,0.012170452913161699,83.2,-5.5
Antelope Valley Hospital Medical Center Retirement Plan,7148,2007,111346507.0,84707329.0,26639178.0,76.1,96277887.0,2546342.0,12689058.0,0.0,44343.0,2326842.0,0.0,0.0,14.6,11.0,10.2,,,12864215.0,0.02644783843251566,77.7,-1.6000000000000085
Antelope Valley Hospital Medical Center Retirement Plan,7148,2008,119177736.0,94655687.0,24522049.0,79.4,93458358.0,2997248.0,-4587097.0,0.0,47287.0,2909308.0,0.0,0.0,,,,,,-4546444.0,0.032070411508834766,76.1,3.3000000000000114
Antelope Valley Hospital Medical Center Retirement Plan,7148,2009,125602280.0,101182884.0,24419396.0,80.6,100178228.0,5660550.0,-17746796.0,0.0,0.0,3360133.0,0.0,0.0,,,,,,-15446379.0,0.05650479263817683,79.4,1.1999999999999886
Antelope Valley Hospital Medical Center Retirement Plan,7148,2010,129052135.0,95831233.0,33220902.0,74.3,107653212.0,5830054.0,5173663.0,0.0,0.0,3697477.0,0.0,0.0,,,,,,7306240.0,0.05415587599931528,80.6,-6.299999999999997
Antelope Valley Hospital Medical Center Retirement Plan,7148,2012,151697557.0,98337418.0,53360139.0,64.8,134153568.0,7373956.0,-937662.0,0.0,1008484.0,4656435.0,0.0,0.0,-0.89,6.54,-2.2,,,771375.0,0.05496652910491356,74.3,-9.5
Antelope Valley Hospital Medical Center Retirement Plan,7148,2013,163941625.0,102307703.0,61633922.0,62.4,138940618.0,7583955.0,10229421.0,0.0,1000303.0,5412896.0,0.0,0.0,8.74,7.47,0.44,,,11400177.0,0.05458414615659763,64.8,-2.3999999999999986
Antelope Valley Hospital Medical Center Retirement Plan,7148,2014,178628011.0,112299085.0,66328926.0,62.9,136714925.0,7226851.0,15219564.0,0.0,69096.0,6776664.0,0.0,0.0,,,,,,15600655.0,0.05286073192081991,62.4,0.5
Antelope Valley Hospital Medical Center Retirement Plan,7148,2015,244717116.0,133184810.0,111532306.0,54.4,145246760.0,14035236.0,5222989.0,0.0,74122.0,6893033.0,0.0,0.0,3.75,7.66,7.34,,,12291070.0,0.09663028627970772,62.9,-8.5
Antelope Valley Hospital Medical Center Retirement Plan,7148,2016,266551234.0,149500620.0,117050614.0,56.1,147394962.0,19372323.0,-1536597.0,0.0,168459.0,7792231.0,0.0,0.0,-1.17,5.06,4.55,,,9875036.0,0.13143137823123155,54.4,1.7000000000000028
Antelope Valley Hospital Medical Center Retirement Plan,7148,2017,297611638.0,168367287.0,129244351.0,56.6,150265338.0,15517736.0,15948556.0,0.0,25943.0,8776948.0,0.0,0.0,,,,13875355.0,-866459.0,22663401.0,0.10326889891266873,56.1,0.5
Antelope Valley Hospital Medical Center Retirement Plan,7148,2018,310911089.0,183653871.0,127257218.0,59.1,142333031.0,19608031.0,14388611.0,0.0,27346.0,9825764.0,0.0,0.0,,,,16292095.0,-2267832.0,24143532.0,0.13776163454286308,56.6,2.5
Antelope Valley Hospital Medical Center Retirement Plan,7148,2019,331054808.0,203990609.0,127064199.0,61.62,150221871.0,21108577.0,13206032.0,0.0,29718.0,10924570.0,0.0,0.0,,,,15442859.0,-4270179.0,23360321.0,0.1405160038247693,59.1,2.519999999999996
Antelope Valley Hospital Medical Center Retirement Plan,7148,2020,372357417.0,226170657.0,146186760.0,60.74,155267645.0,21980684.0,9529079.0,0.0,31070.0,11992898.0,0.0,0.0,,,,16099900.0,-4267997.0,19485795.0,0.14156641584922602,61.62,-0.8799999999999955
Antelope Valley Hospital Medical Center Retirement Plan,7148,2021,412757973.0,249189893.0,163568080.0,60.37,155611960.0,20089823.0,66028813.0,0.0,267751.0,13341321.0,0.0,0.0,,,,18515980.0,449661.0,72509564.0,0.12910204973962155,60.74,-0.37000000000000455
Antelope Valley Hospital Medical Center Retirement Plan,7148,2022,445288135.0,281697091.0,163591044.0,63.26,160280319.0,26608018.0,-38696852.0,0.0,385838.0,15497141.0,0.0,0.0,,,,20582910.0,-3807254.0,-27971813.0,0.166009265304744,60.37,2.8900000000000006
Antelope Valley Hospital Medical Center Retirement Plan,7148,2023,462651485.0,310014672.0,152636813.0,67.01,154615246.0,26555584.0,32842823.0,0.0,302190.0,15814968.0,0.0,0.0,,,,21404672.0,-2441849.0,43281249.0,0.17175268731260823,63.26,3.750000000000007
Antelope Valley Hospital Medical Center Retirement Plan,7148,2024,486718452.0,338707247.0,148011205.0,69.59,159917337.0,28852968.0,49229886.0,0.0,252375.0,19486462.0,0.0,0.0,,,,20565690.0,-5013705.0,58344017.0,0.1804242650688962,67.01,2.5799999999999983
Kaweah Delta Hospital District Employees' Retirement Plan,7149,2003,81633367.0,58725144.0,22908223.0,71.9,76143415.0,7409000.0,1373178.0,0.0,149414.0,2114779.0,0.0,0.0,,,,,,6517985.0,0.09730322707485604,,
Kaweah Delta Hospital District Employees' Retirement Plan,7149,2004,93744936.0,65660129.0,28084807.0,70.0,89746581.0,7732646.0,7975902.0,0.0,90468.0,2386174.0,0.0,0.0,,,,,,13231906.0,0.08616089787309,71.9,-1.9000000000000057
Kaweah Delta Hospital District Employees' Retirement Plan,7149,2005,106154859.0,78892036.0,27262823.0,74.3,83959219.0,7938413.0,4044288.0,0.0,80506.0,2725323.0,0.0,0.0,4.5,5.97,1.76,,,9176872.0,0.09455081996415426,70.0,4.299999999999997
Kaweah Delta Hospital District Employees' Retirement Plan,7149,2006,119151478.0,88068907.0,31082571.0,73.9,77093161.0,8256050.0,8556740.0,0.0,89226.0,3535494.0,0.0,0.0,,,,,,13188070.0,0.10709185993813382,74.3,-0.3999999999999915
Kaweah Delta Hospital District Employees' Retirement Plan,7149,2007,130285735.0,100956100.0,29329635.0,77.5,71463989.0,8341816.0,16212271.0,0.0,110966.0,3550524.0,0.0,0.0,,,,,,20892597.0,0.11672754511366557,73.9,3.5999999999999943
Kaweah Delta Hospital District Employees' Retirement Plan,7149,2008,150306017.0,122149574.0,28156443.0,81.3,74772324.0,9341143.0,-7148688.0,0.0,93367.0,4038561.0,0.0,0.0,,,,,,-1939473.0,0.12492781420034503,77.5,3.799999999999997
Kaweah Delta Hospital District Employees' Retirement Plan,7149,2009,180526131.0,102809791.0,77716340.0,57.0,70003288.0,10091082.0,-22624968.0,0.0,131099.0,4735325.0,0.0,0.0,,,,,,-17400310.0,0.14415154328179555,81.3,-24.299999999999997
Kaweah Delta Hospital District Employees' Retirement Plan,7149,2010,187243617.0,122245952.0,64997665.0,65.3,66642031.0,12911247.0,12048687.0,0.0,137925.0,5385848.0,0.0,0.0,,,,,,19436161.0,0.19374029882132493,57.0,8.299999999999997
Kaweah Delta Hospital District Employees' Retirement Plan,7149,2011,185527743.0,159378728.0,26149015.0,85.9,0.0,11325664.0,31904191.0,0.0,146513.0,5950566.0,0.0,0.0,,,,,,37132776.0,,65.3,20.60000000000001
Kaweah Delta Hospital District Employees' Retirement Plan,7149,2012,200690630.0,152766477.0,47924153.0,76.1,0.0,2234786.0,-2034827.0,0.0,136844.0,6675366.0,0.0,0.0,,,,,,-6612251.0,,85.9,-9.800000000000011
Kaweah Delta Hospital District Employees' Retirement Plan,7149,2013,210850516.0,164347051.0,46503465.0,77.9,0.0,4094618.0,15374007.0,0.0,183148.0,7704903.0,0.0,0.0,,,,,,11580574.0,,76.1,1.8000000000000114
Kaweah Delta Hospital District Employees' Retirement Plan,7149,2014,219717816.0,189403582.0,30314234.0,86.2,0.0,4058364.0,29811505.0,0.0,151010.0,8662328.0,0.0,0.0,,,,,,25056531.0,,77.9,8.299999999999997
Kaweah Delta Hospital District Employees' Retirement Plan,7149,2015,227552798.0,190783918.0,36768880.0,83.8,0.0,3720167.0,8309307.0,0.0,222660.0,10426478.0,0.0,0.0,,,,,,1380336.0,,86.2,-2.4000000000000057
Kaweah Delta Hospital District Employees' Retirement Plan,7149,2016,246604259.0,183780944.0,62823315.0,74.5,0.0,5000001.0,-1142050.0,0.0,283888.0,10577037.0,0.0,0.0,,,,,,-7002974.0,,83.8,-9.299999999999997
Kaweah Delta Hospital District Employees' Retirement Plan,7149,2021,297776486.0,320047417.0,-22270931.0,107.48,0.0,11400000.0,73603797.0,0.0,287067.0,15526946.0,0.0,0.0,,,,4414280.0,-6985720.0,69189784.0,,74.5,32.980000000000004
Kaweah Delta Hospital District Employees' Retirement Plan,7149,2022,304929592.0,265140533.0,39789059.0,86.95,0.0,11400000.0,-49171532.0,0.0,303327.0,16832025.0,0.0,0.0,,,,0.0,-11400000.0,-54906884.0,,107.48,-20.53
Kaweah Delta Hospital District Employees' Retirement Plan,7149,2023,315315222.0,272353912.0,42961310.0,86.38,0.0,0.0,25512688.0,0.0,569117.0,17730192.0,0.0,0.0,,,,4350330.0,4350330.0,7213379.0,,86.95,-0.5700000000000074
Kaweah Delta Hospital District Employees' Retirement Plan,7149,2024,307477333.0,286250863.0,21226470.0,93.1,0.0,0.0,33674666.0,0.0,615934.0,19161779.0,0.0,0.0,,,,4697167.0,4697167.0,13896953.0,,86.38,6.719999999999999
AC Transit Employees' Retirement Plan,7159,2003,314358517.0,290753007.0,23605510.0,92.5,113753995.0,14112216.0,-18013287.0,0.0,1497930.0,15757036.0,0.0,0.0,,,,,,-21156037.0,0.12405908029867435,,
AC Transit Employees' Retirement Plan,7159,2004,347614231.0,296723729.0,50890502.0,85.4,123941457.0,17027456.0,51848440.0,0.0,544272.0,17423085.0,0.0,0.0,,,,,,50908539.0,0.13738305496925052,92.5,-7.099999999999994
AC Transit Employees' Retirement Plan,7159,2005,387292455.0,311160685.0,76131770.0,80.3,117394393.0,19395857.0,31734090.0,0.0,649564.0,19813004.0,0.0,0.0,,,,,,30667379.0,0.1652196199864503,85.4,-5.1000000000000085
AC Transit Employees' Retirement Plan,7159,2006,417662007.0,322625824.0,95036183.0,77.2,117267338.0,20196272.0,24098067.0,0.0,613491.0,21328895.0,0.0,0.0,,,,,,22351953.0,0.1722241874374261,80.3,-3.0999999999999943
AC Transit Employees' Retirement Plan,7159,2007,449786331.0,349765819.0,100020512.0,77.8,120487434.0,22032945.0,44127264.0,0.0,687900.0,22594957.0,0.0,0.0,,,,,,42877352.0,0.18286508616325914,77.2,0.5999999999999943
AC Transit Employees' Retirement Plan,7159,2008,500514140.0,379650907.0,120863233.0,75.9,124907596.0,24987070.0,22644043.0,0.0,778101.0,24889295.0,0.0,0.0,,,,,,21963717.0,0.20004443925091633,77.8,-1.8999999999999915
AC Transit Employees' Retirement Plan,7159,2009,531756991.0,420843790.0,110913201.0,79.1,129935113.0,27246151.0,-125719548.0,0.0,727184.0,26532233.0,0.0,0.0,,,,,,-125732814.0,0.2096904398736314,75.9,3.1999999999999886
AC Transit Employees' Retirement Plan,7159,2010,586781594.0,358600888.0,228180706.0,61.1,135196012.0,33279081.0,86426437.0,0.0,684275.0,28860928.0,0.0,0.0,,,,,,90160315.0,0.24615430964043525,79.1,-17.999999999999993
AC Transit Employees' Retirement Plan,7159,2011,625116235.0,391062294.0,234053941.0,62.6,136127357.0,38460619.0,46585157.0,298780.0,816110.0,32665232.0,0.0,0.0,,,,,,51863214.0,0.28253409048410455,61.1,1.5
AC Transit Employees' Retirement Plan,7159,2012,692486995.0,428644017.0,263842978.0,61.9,126536498.0,38312183.0,-1838757.0,75041.0,827197.0,37539890.0,0.0,0.0,-0.1,13.5,1.6,,,-1818620.0,0.30277574933360335,62.6,-0.7000000000000028
AC Transit Employees' Retirement Plan,7159,2013,721194818.0,453421574.0,267773244.0,62.9,126239193.0,38373505.0,56671893.0,70139.0,798677.0,40731707.0,0.0,0.0,13.8,8.5,3.1,,,53585153.0,0.30397457467903805,61.9,1.0
AC Transit Employees' Retirement Plan,7159,2014,753239390.0,480241963.0,272997427.0,63.8,130592121.0,39151289.0,71216496.0,801118.0,789257.0,44339982.0,0.0,0.0,15.2,9.11,13.53,,,66039664.0,0.2997982473996268,62.9,0.8999999999999986
AC Transit Employees' Retirement Plan,7159,2015,785288682.0,533397205.0,251891477.0,67.9,128635888.0,40384282.0,22331668.0,1173468.0,866871.0,47410234.0,0.0,0.0,4.32,10.86,8.68,,,15612313.0,0.3139425756519829,63.8,4.1000000000000085
AC Transit Employees' Retirement Plan,7159,2016,856235546.0,570994244.0,285241302.0,66.7,137011984.0,42274162.0,-1549344.0,93370.0,863722.0,49875470.0,0.0,0.0,-0.5,6.2,6.2,,,-9921004.0,0.30854353587055566,67.9,-1.2000000000000028
AC Transit Employees' Retirement Plan,7159,2017,874284100.0,600832758.0,273451342.0,68.7,150234.0,48479456.0,46600753.0,0.0,1007485.0,52559600.0,0.0,0.0,8.4,4.04,8.02,48479456.0,0.0,41513124.0,,66.7,2.0
AC Transit Employees' Retirement Plan,7159,2018,902989387.0,614229823.0,288759564.0,68.0,167786000.0,52369020.0,87480557.0,0.0,1032521.0,54630772.0,0.0,0.0,,,,51689045.0,-679955.0,84186284.0,0.3121179359422121,68.7,-0.7000000000000028
AC Transit Employees' Retirement Plan,7159,2019,983881573.0,686870000.0,297011573.0,69.81,194000000.0,54742000.0,-34344000.0,0.0,1050588.0,56697000.0,0.0,0.0,,,,54239472.0,-483528.0,-37349588.0,0.2821752577319588,68.0,1.8100000000000023
AC Transit Employees' Retirement Plan,7159,2020,1022223946.0,724962000.0,297261946.0,70.92,191001010.0,56955000.0,110146000.0,0.0,1462000.0,60321000.0,0.0,0.0,,,,56863000.0,0.0,105318000.0,0.2981921404499379,69.81,1.1099999999999994
AC Transit Employees' Retirement Plan,7159,2021,1084688403.0,788654000.0,296034403.0,72.71,193938000.0,61147000.0,94790000.0,0.0,2089000.0,62834000.0,0.0,0.0,12.72,-5.1,8.4,60989000.0,0.0,91014000.0,0.31529148490754777,70.92,1.789999999999992
AC Transit Employees' Retirement Plan,7159,2022,1125454854.0,857510000.0,267944854.0,76.19,177734000.0,60062000.0,79616000.0,0.0,1539000.0,64655000.0,0.0,0.0,,,,59830000.0,0.0,73484000.0,0.3379319657465651,72.71,3.480000000000004
AC Transit Employees' Retirement Plan,7159,2023,1084688403.0,788654000.0,296034403.0,72.71,177734000.0,63219000.0,-128574000.0,0.0,1360000.0,67851000.0,0.0,0.0,,,,61716000.0,0.0,-134566000.0,0.3556944647619476,76.19,-3.480000000000004
AC Transit Employees' Retirement Plan,7159,2024,1160658693.0,884596000.0,276062693.0,76.21,197853537.0,71002000.0,107978000.0,0.0,1720000.0,69628000.0,0.0,0.0,,,,69039000.0,0.0,107632000.0,0.3588614137335336,72.71,3.5
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,2003,53675391.0,40933393.0,12741998.0,76.3,27044356.0,2808878.0,1624182.0,9605.0,159844.0,5212256.0,103386.0,0.0,,,,,,-1032821.0,0.10386189266255776,,
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,2004,54888909.0,44173810.0,10715099.0,80.5,27609913.0,3460461.0,6978171.0,18779.0,339723.0,3553030.0,122311.0,0.0,16.7,4.8,3.6,,,6442347.0,0.12533400594199626,76.3,4.200000000000003
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,2005,55997130.0,46019707.0,9977423.0,82.2,28089222.0,3662519.0,4564620.0,137106.0,494955.0,5462585.0,5353.0,0.0,9.1,9.7,3.3,,,2401352.0,0.1303887661965148,80.5,1.7000000000000028
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,2006,66898185.0,46439904.0,20458281.0,69.4,26681935.0,3211354.0,5073369.0,641195.0,130585.0,4694273.0,825.0,0.0,10.9,12.2,6.9,,,4100235.0,0.1203568631735292,82.2,-12.799999999999997
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,2007,69215411.0,50339095.0,18876316.0,72.7,26783854.0,4485370.0,8700682.0,77116.0,140073.0,4562433.0,63774.0,0.0,16.4,12.1,11.3,,,8496888.0,0.16746544392005722,69.4,3.299999999999997
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,2008,72981395.0,53142136.0,19839259.0,72.8,26734876.0,4229153.0,-3718132.0,-14445.0,165573.0,3335318.0,0.0,0.0,-5.9,6.7,9.1,,,-3004315.0,0.15818861475175722,72.7,0.09999999999999432
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,2009,86147611.0,53051867.0,33095744.0,61.6,27056815.0,4333929.0,-10138196.0,50453.0,178613.0,3566367.0,3790.0,0.0,-17.0,-3.1,1.9,,,-9502584.0,0.16017883110040854,72.8,-11.199999999999996
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,2010,90026769.0,61865666.0,28161103.0,68.7,27578375.0,6463170.0,6647430.0,28276.0,154577.0,2798725.0,6572.0,0.0,13.5,-3.9,2.8,,,10179002.0,0.23435644776024694,61.6,7.100000000000001
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,2011,94415211.0,65517572.0,28897639.0,69.4,26409852.0,5592557.0,14284904.0,21796.0,157980.0,3709788.0,4716.0,0.0,24.0,5.6,5.4,,,16026773.0,0.21176025522596642,68.7,0.7000000000000028
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,2012,105147634.0,67667507.0,37480127.0,64.4,26974883.0,5614339.0,-197579.0,0.0,241550.0,4149564.0,4626.0,0.0,0.1,12.3,2.2,,,1021020.0,0.20813209829306767,69.4,-5.0
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,2013,109765804.0,70250161.0,39515643.0,64.0,28735120.0,6721092.0,10485558.0,0.0,243188.0,3964538.0,0.0,0.0,13.7,12.2,6.0,,,12998924.0,0.2338981706009928,64.4,-0.4000000000000057
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,2014,106026156.0,85534195.0,20491961.0,80.7,28978489.0,7113056.0,16004528.0,0.0,192537.0,5787153.0,0.0,0.0,17.8,10.3,13.6,,,17137894.0,0.24545986507440054,64.0,16.700000000000003
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,2015,115956597.0,92844299.0,23112298.0,80.1,34512042.0,6900334.0,1293968.0,0.0,208897.0,4715517.0,0.0,0.0,1.8,10.9,11.1,,,3269888.0,0.19993989344356963,80.7,-0.6000000000000085
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,2016,121519948.0,97457195.0,24062753.0,80.2,37014032.0,8049910.0,-346342.0,0.0,322585.0,6268405.0,0.0,0.0,-0.2,5.8,6.0,,,1112578.0,0.21748265630720803,80.1,0.10000000000000853
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,2017,138548223.0,100559564.0,37988659.0,72.6,39763754.0,8526602.0,14089867.0,0.0,207891.0,6684806.0,5467.0,0.0,12.5,4.4,8.6,5956685.0,0.0,15718305.0,0.21443151469048924,80.2,-7.6000000000000085
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,2018,149580883.0,109610057.0,39970826.0,73.3,42497100.0,8512690.0,11810152.0,0.0,280309.0,6893750.0,85367.0,0.0,9.2,7.0,7.8,6218202.0,0.0,13063416.0,0.20031225660103866,72.6,0.7000000000000028
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,2019,157283695.0,117196978.0,40086717.0,74.51,47235246.0,10457290.0,10113856.0,0.0,332983.0,6158543.0,3519.0,0.0,6.9,9.5,5.8,7752562.0,0.0,14076101.0,0.22138743598371435,73.3,1.210000000000008
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,2020,164136842.0,128997540.0,35139302.0,78.59,49491287.0,11615189.0,6847180.0,0.0,269650.0,7337748.0,23422.0,0.0,3.9,6.7,6.4,8591824.0,0.0,10831549.0,0.23469159328994615,74.51,4.079999999999998
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,2021,178653654.0,146940382.0,31713272.0,82.25,54261707.0,11881561.0,45267145.0,0.0,375566.0,5947145.0,0.0,0.0,27.0,12.2,11.5,8584544.0,0.0,50825995.0,0.2189676966852517,78.59,3.6599999999999966
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,2022,191242638.0,167596155.0,23646483.0,87.64,57637117.0,12602077.0,-25292247.0,0.0,339708.0,10523026.0,3929.0,0.0,-11.7,5.2,6.3,9030088.0,0.0,-23556833.0,0.21864516575317255,82.25,5.390000000000001
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,2023,202978909.0,180621480.0,22357429.0,88.99,58912951.0,12335510.0,17251956.0,0.0,317285.0,9132552.0,11764.0,0.0,8.8,6.9,6.3,8871242.0,0.0,20125865.0,0.20938536927135087,87.64,1.3499999999999943
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,2024,219073741.0,196419840.0,22653901.0,89.66,64962783.0,12747687.0,23868633.0,0.0,385336.0,9113985.0,19393.0,0.0,10.8,2.1,7.0,9009822.0,0.0,27097606.0,0.19623061715197762,88.99,0.6700000000000017
