entity_name,entity_id,fiscal_year,AAL,AVA,UAAL,funded_ratio,ACP,contributions,investment_income,other_additions,admin_expense,benefit_payments,member_refunds,other_deductions,return_1yr,return_3yr,return_5yr,adc_amount,contribution_deficiency,net_cash_flow,contribution_to_payroll,funded_ratio_prev,funded_ratio_change
Judges' Retirement System I,7205,2010,3582992000.0,41390000.0,3541602000.0,1.2,97000000.0,192750000.0,332000.0,3486000.0,968000.0,178861000.0,32000.0,0.0,,,,,,16707000.0,1.9871134020618557,0.5,0.7
Judges' Retirement System I,7205,2011,3429000000.0,64000000.0,3365000000.0,1.9,86000000.0,173960000.0,184000.0,3216000.0,1188000.0,185119000.0,0.0,0.0,,,,,,-8947000.0,2.0227906976744188,1.2,0.7
Judges' Retirement System I,7205,2012,3297000000.0,54000000.0,3243000000.0,1.6,76000000.0,202198000.0,80000.0,2877000.0,1163000.0,185428000.0,17000.0,0.0,,,,,,18547000.0,2.6605,1.9,-0.2999999999999998
Judges' Retirement System I,7205,2013,3172000000.0,73000000.0,3099000000.0,2.3,69000000.0,166854000.0,76000.0,2694000.0,1413000.0,187084000.0,0.0,0.0,,,,,,-18873000.0,2.418173913043478,1.6,0.6999999999999997
Judges' Retirement System I,7205,2014,3383000000.0,54000000.0,3329000000.0,1.6,61000000.0,195872000.0,54000.0,2529000.0,1141000.0,193925000.0,10000.0,0.0,,,,,,3379000.0,3.211016393442623,2.3,-0.6999999999999997
Judges' Retirement System I,7205,2015,3414779000.0,57198000.0,3357581000.0,1.7,52335000.0,184787000.0,88000.0,2198000.0,1227000.0,201734000.0,134000.0,0.0,,,,,,-16022000.0,3.5308493360084072,1.6,0.09999999999999987
Judges' Retirement System I,7205,2016,3322610000.0,41177000.0,3281433000.0,1.2,44284000.0,195846000.0,194000.0,2568000.0,642000.0,199271000.0,78000.0,0.0,,,,,,-1383000.0,4.422500225815193,1.7,-0.5
Judges' Retirement System I,7205,2017,3428743000.0,39794000.0,3388949000.0,1.2,42430000.0,207873000.0,424000.0,2395000.0,1771000.0,200440000.0,0.0,0.0,,,,448636000.0,244161000.0,8481000.0,4.8991986801791185,1.2,0.0
Judges' Retirement System I,7205,2018,3315731000.0,48275000.0,3267456000.0,1.5,38330000.0,202303000.0,845000.0,2533000.0,2106000.0,207823000.0,0.0,0.0,0.01,0.01,0.01,438156000.0,238915000.0,-4248000.0,,1.2,0.30000000000000004
Judges' Retirement System I,7205,2019,3320530000.0,44492000.0,3276038000.0,1.34,35335000.0,198582000.0,1166000.0,2776000.0,10032000.0,221954000.0,0.0,0.0,0.01,0.01,0.01,415110000.0,219207000.0,-29462000.0,,1.5,-0.15999999999999992
Judges' Retirement System I,7205,2020,3173229000.0,14081000.0,3159148000.0,0.44,31511000.0,245974000.0,885000.0,2202000.0,2270000.0,212775000.0,458000.0,0.0,0.01,0.01,0.01,414849000.0,171718000.0,33558000.0,,1.34,-0.9000000000000001
Judges' Retirement System I,7205,2021,3105001000.0,48020000.0,3056981000.0,1.55,29137115.0,227970000.0,163000.0,2462000.0,1731000.0,210951000.0,0.0,0.0,0.01,0.01,0.01,366446000.0,140622000.0,17913000.0,,0.44,1.11
Judges' Retirement System I,7205,2022,2803230000.0,65882000.0,2737348000.0,2.35,24752164.0,196916000.0,194000.0,2305000.0,1677000.0,210492000.0,0.0,0.0,0.01,0.01,0.01,352881000.0,157921000.0,-12754000.0,,1.55,0.8
Judges' Retirement System I,7205,2023,2805415585.0,52709366.0,2752706219.0,1.88,23354332.0,210482000.0,2233000.0,3028000.0,2031000.0,216271000.0,0.0,0.0,,,,313118000.0,104333000.0,-2559000.0,,2.35,-0.4700000000000002
Judges' Retirement System I,7205,2024,2667952335.0,50015399.0,2617936936.0,1.87,19330022.0,214013000.0,3416000.0,2831000.0,2411000.0,212542000.0,0.0,0.0,,,,315809000.0,103277000.0,5307000.0,,1.88,-0.009999999999999787
Judges' Retirement System II,7206,2003,76459000.0,71929000.0,4530000.0,94.1,72800000.0,22040000.0,4803000.0,0.0,320000.0,307000.0,892000.0,0.0,4.8,-2.7,2.0,,,25324000.0,0.3027472527472527,,
Judges' Retirement System II,7206,2004,105116000.0,96107000.0,9009000.0,91.4,87300000.0,26371000.0,13431000.0,0.0,414000.0,584000.0,203000.0,0.0,,,,,,38601000.0,0.3020733104238259,94.1,-2.6999999999999886
Judges' Retirement System II,7206,2005,137704000.0,129153000.0,8551000.0,93.8,99005124.0,29412000.0,14816000.0,0.0,425000.0,904000.0,340000.0,0.0,9.7,9.4,2.8,,,42559000.0,0.2970755331814947,91.4,2.3999999999999915
Judges' Retirement System II,7206,2006,177761000.0,167556000.0,10205000.0,94.3,121300000.0,33653000.0,15474000.0,0.0,406000.0,859000.0,750000.0,0.0,7.8,10.7,5.9,,,47112000.0,0.2774361088211047,93.8,0.5
Judges' Retirement System II,7206,2007,220135000.0,212904000.0,7231000.0,96.7,125318592.0,38756000.0,35427000.0,0.0,451000.0,1005000.0,981000.0,0.0,15.8,11.3,10.5,,,71746000.0,0.3092597784692634,94.3,2.4000000000000057
Judges' Retirement System II,7206,2008,294982000.0,267604000.0,27378000.0,90.7,156300000.0,50569000.0,-12184000.0,0.0,597000.0,964000.0,2134000.0,0.0,-4.7,5.9,8.4,,,34690000.0,0.32353806781829814,96.7,-6.0
Judges' Retirement System II,7206,2009,367000000.0,335000000.0,32000000.0,91.3,175000000.0,54914000.0,-59927000.0,0.0,578000.0,1252000.0,3062000.0,0.0,-19.7,-4.0,1.1,,,-9905000.0,0.3137942857142857,90.7,0.5999999999999943
Judges' Retirement System II,7206,2010,451000000.0,379000000.0,72000000.0,84.0,199000000.0,58767000.0,50801000.0,0.0,494000.0,1392000.0,2592000.0,0.0,16.6,-3.7,2.2,,,105090000.0,0.29531155778894475,91.3,-7.299999999999997
Judges' Retirement System II,7206,2011,521000000.0,461000000.0,60000000.0,88.5,213000000.0,72452000.0,91596000.0,0.0,716000.0,2236000.0,5870000.0,0.0,21.8,4.5,4.7,,,155226000.0,0.340150234741784,84.0,4.5
Judges' Retirement System II,7206,2012,610000000.0,561000000.0,49000000.0,92.0,230000000.0,72468000.0,13947000.0,0.0,725000.0,3536000.0,2604000.0,0.0,1.9,13.1,2.1,,,79550000.0,0.3150782608695652,88.5,3.5
Judges' Retirement System II,7206,2013,703000000.0,668000000.0,35000000.0,95.0,231000000.0,72844000.0,79214000.0,0.0,899000.0,10518000.0,58000.0,0.0,12.1,11.6,5.4,,,140583000.0,0.31534199134199137,92.0,3.0
Judges' Retirement System II,7206,2014,837197000.0,778980000.0,58217000.0,93.0,241988000.0,77440000.0,150168000.0,0.0,785000.0,8865000.0,85000.0,0.0,18.6,10.7,14.0,,,217873000.0,0.32001586855546554,95.0,-2.0
Judges' Retirement System II,7206,2015,951642000.0,1014840000.0,-63198000.0,106.6,266907000.0,87871000.0,-2401000.0,0.0,1127000.0,14024000.0,16000.0,0.0,-0.1,9.9,10.5,,,70303000.0,0.329219540888774,93.0,13.599999999999994
Judges' Retirement System II,7206,2016,1081824000.0,1084142000.0,-2318000.0,100.2,289305000.0,90437000.0,20808000.0,2000.0,732000.0,21549000.0,155000.0,0.0,1.6,6.4,6.6,,,88811000.0,0.3126008883358393,106.6,-6.3999999999999915
Judges' Retirement System II,7206,2017,1272751000.0,1172953000.0,99798000.0,92.2,282619000.0,92178000.0,115057000.0,0.0,1683000.0,22326000.0,80000.0,0.0,9.6,3.6,8.2,67102000.0,0.0,183146000.0,0.3261564155276185,100.2,-8.0
Judges' Retirement System II,7206,2018,1365862000.0,1356099000.0,9763000.0,99.3,291383000.0,107212000.0,101820000.0,0.0,2370000.0,31745000.0,50000.0,0.0,7.5,6.2,7.2,79699000.0,0.0,174867000.0,0.36794184973042354,92.2,7.099999999999994
Judges' Retirement System II,7206,2019,1554348000.0,1531543000.0,22805000.0,98.53,310294000.0,115475000.0,106781000.0,0.0,1477000.0,36045000.0,159000.0,0.0,6.7,8.0,5.0,84099000.0,0.0,184575000.0,0.3721470605296912,99.3,-0.769999999999996
Judges' Retirement System II,7206,2020,1725877000.0,1715056000.0,10821000.0,99.37,343260000.0,126943000.0,80074000.0,0.0,2552000.0,34547000.0,0.0,0.0,4.5,6.2,6.0,91147000.0,0.0,169918000.0,0.3698158830041368,98.53,0.8400000000000034
Judges' Retirement System II,7206,2021,1913088000.0,1885404000.0,27684000.0,98.55,351443000.0,118241000.0,463478000.0,0.0,1703000.0,61613000.0,381000.0,0.0,24.4,11.6,10.3,84147000.0,0.0,518022000.0,0.33644431671707786,99.37,-0.8200000000000074
Judges' Retirement System II,7206,2022,1964844000.0,2403366000.0,-438522000.0,122.32,350945000.0,129302000.0,-324365000.0,3000.0,1842000.0,66382000.0,357000.0,0.0,-13.3,4.1,5.3,91887000.0,-886000.0,-263641000.0,0.36843949906680534,98.55,23.769999999999996
Judges' Retirement System II,7206,2023,2157506377.0,2139223765.0,18282612.0,99.15,368023114.0,128639000.0,151745000.0,4000.0,2126000.0,83573000.0,295000.0,0.0,7.1,4.9,5.2,89970000.0,0.0,194394000.0,0.34954054543432833,122.32,-23.169999999999987
Judges' Retirement System II,7206,2024,2361939313.0,2333468381.0,28470932.0,98.79,388369534.0,139252000.0,267416000.0,5000.0,2637000.0,99168000.0,0.0,0.0,11.3,1.1,6.1,96316000.0,0.0,304868000.0,0.3585554164503542,99.15,-0.35999999999999943
Legislators' Retirement System,7207,2008,101571000.0,141603000.0,-40032000.0,139.4,2106000.0,14000.0,223000.0,0.0,397000.0,7621000.0,309000.0,0.0,0.0,4.7,6.6,,,-8090000.0,0.006647673314339981,,
Legislators' Retirement System,7207,2009,103000000.0,142000000.0,-39000000.0,137.9,2000000.0,69000.0,-14041000.0,0.0,358000.0,7706000.0,296000.0,0.0,-10.2,0.4,2.5,,,-22332000.0,0.0345,139.4,-1.5
Legislators' Retirement System,7207,2010,112000000.0,134000000.0,-22000000.0,119.6,2000000.0,17000.0,17793000.0,0.0,4444000.0,11082000.0,35000.0,0.0,16.1,1.4,3.7,,,2249000.0,0.0085,137.9,-18.30000000000001
Legislators' Retirement System,7207,2011,112000000.0,127000000.0,-15000000.0,113.4,2000000.0,3000.0,17667000.0,0.0,408000.0,7382000.0,440000.0,0.0,15.9,6.5,6.4,,,9440000.0,0.0015,119.6,-6.199999999999989
Legislators' Retirement System,7207,2012,109000000.0,126000000.0,-17000000.0,115.6,2000000.0,0.0,7761000.0,0.0,347000.0,7659000.0,202000.0,0.0,6.6,12.8,5.2,,,-447000.0,0.0,113.4,2.1999999999999886
Legislators' Retirement System,7207,2013,109000000.0,124000000.0,-15000000.0,113.8,2000.0,111000.0,6974000.0,0.0,418000.0,7548000.0,0.0,0.0,5.7,9.3,6.4,,,-881000.0,,115.6,-1.7999999999999972
Legislators' Retirement System,7207,2014,115806000.0,123201000.0,-7395000.0,106.4,1427000.0,678000.0,15321000.0,51000.0,362000.0,7482000.0,0.0,0.0,13.2,8.4,11.4,,,8206000.0,0.47512263489838824,113.8,-7.3999999999999915
Legislators' Retirement System,7207,2015,111274000.0,130353000.0,-19079000.0,117.1,1500000.0,695000.0,-135000.0,41000.0,400000.0,7393000.0,1693000.0,0.0,0.0,6.1,8.1,,,-8885000.0,0.4633333333333333,106.4,10.699999999999989
Legislators' Retirement System,7207,2016,105746000.0,121469000.0,-15723000.0,114.9,1275000.0,646000.0,4500000.0,45000.0,203000.0,7028000.0,379000.0,0.0,,,,,,-2419000.0,0.5066666666666667,117.1,-2.1999999999999886
Legislators' Retirement System,7207,2017,106975000.0,119050000.0,-12075000.0,111.3,1321000.0,610000.0,5048000.0,0.0,575000.0,6960000.0,289000.0,0.0,4.4,2.8,5.4,0.0,-516000.0,-2166000.0,0.46177138531415596,114.9,-3.6000000000000085
Legislators' Retirement System,7207,2018,100845000.0,116884000.0,-16039000.0,115.9,1209000.0,549000.0,5486000.0,0.0,671000.0,6918000.0,0.0,0.0,4.8,4.4,5.2,20000.0,-447000.0,-1554000.0,0.45409429280397023,111.3,4.6000000000000085
Legislators' Retirement System,7207,2019,98927000.0,115484000.0,-16557000.0,116.74,1098000.0,341000.0,7860000.0,0.0,324000.0,7005000.0,344000.0,0.0,7.3,5.5,4.1,250000.0,0.0,528000.0,0.3105646630236794,115.9,0.8399999999999892
Legislators' Retirement System,7207,2020,99130000.0,115796000.0,-16666000.0,116.81,272000.0,120000.0,7011000.0,2000.0,550000.0,6939000.0,0.0,0.0,6.4,6.2,5.4,98000.0,0.0,-356000.0,0.4411764705882353,116.74,0.07000000000000739
Legislators' Retirement System,7207,2021,96348453.0,115538308.0,-19189855.0,119.92,282673.0,113000.0,15098000.0,0.0,450000.0,6761000.0,0.0,0.0,13.6,9.0,7.2,78000.0,0.0,8000000.0,0.3997551941642817,116.81,3.1099999999999994
Legislators' Retirement System,7207,2022,95562165.0,123525223.0,-27963058.0,129.26,282673.0,108000.0,-12450000.0,1000.0,436000.0,6647000.0,0.0,0.0,-10.7,2.5,3.9,85000.0,0.0,-19424000.0,0.3820669112366586,119.92,9.33999999999999
Legislators' Retirement System,7207,2023,94697328.0,103991312.0,-9293984.0,109.81,294545.0,55000.0,601000.0,2000.0,525000.0,7088000.0,0.0,0.0,0.8,0.7,3.1,44000.0,0.0,-6955000.0,0.18672868322327657,129.26,-19.44999999999999
Legislators' Retirement System,7207,2024,97069061.0,96998773.0,70288.0,99.93,0.0,0.0,4904000.0,1000.0,663000.0,7436000.0,0.0,0.0,5.5,-1.7,2.8,,,-3194000.0,,109.81,-9.879999999999995
California Public Employees' Retirement System,7208,2003,163961000000.0,156067000000.0,7894000000.0,95.2,32873184204.0,3812969000.0,5474084000.0,8648000.0,214274000.0,6991914000.0,114025000.0,0.0,3.7,-3.3,2.4,,,1975488000.0,0.11599025443772006,,
California Public Employees' Retirement System,7208,2004,180922000000.0,158596000000.0,22326000000.0,87.7,34784000000.0,6527792000.0,24265850000.0,6723000.0,188361000.0,7639085000.0,151526000.0,0.0,16.6,4.3,3.1,,,22821393000.0,0.18766651333946643,95.2,-7.5
California Public Employees' Retirement System,7208,2005,194609000000.0,169899000000.0,24710000000.0,87.3,22359797190.0,8950901000.0,21893728000.0,473000.0,208965000.0,8434119000.0,155236000.0,0.0,12.3,10.7,3.4,,,22046782000.0,0.4003122624029489,87.7,-0.4000000000000057
California Public Employees' Retirement System,7208,2006,210301000000.0,183680000000.0,26621000000.0,87.3,22904473611.0,9175908000.0,22041265000.0,0.0,236212000.0,9236073000.0,170929000.0,14039000.0,11.8,13.8,7.5,,,21559920000.0,0.4006164103938726,87.3,0.0
California Public Employees' Retirement System,7208,2007,228131000000.0,199033000000.0,29098000000.0,87.2,23392103160.0,9705083000.0,40748261000.0,9119000.0,278453000.0,10070555000.0,181574000.0,0.0,19.1,14.6,12.8,,,39931881000.0,0.4148871494631353,87.3,-0.09999999999999432
California Public Employees' Retirement System,7208,2008,248224000000.0,216484000000.0,31740000000.0,87.2,40864000000.0,10754877000.0,-12499110000.0,6202000.0,402340000.0,10884417000.0,182415000.0,0.0,-2.6,9.0,11.1,,,-13207203000.0,0.26318708398590446,87.2,0.0
California Public Employees' Retirement System,7208,2009,268324000000.0,233272000000.0,35052000000.0,86.9,44236000000.0,10794731000.0,-57367054000.0,3155000.0,427809000.0,11831836000.0,186783000.0,0.0,-24.0,-4.9,1.6,,,-59015596000.0,0.24402592910751425,87.2,-0.29999999999999716
California Public Employees' Retirement System,7208,2010,294042000000.0,244964000000.0,49078000000.0,83.3,45100000000.0,10333916000.0,25567295000.0,10234000.0,278036000.0,12972457000.0,182387000.0,0.0,13.3,-6.5,1.7,,,22478565000.0,0.22913339246119735,86.9,-3.6000000000000085
California Public Employees' Retirement System,7208,2011,308343000000.0,257070000000.0,51273000000.0,83.4,44984000000.0,11065486000.0,43904425000.0,3011000.0,357779000.0,14242258000.0,227168000.0,0.0,21.7,1.5,3.4,,,40145717000.0,0.2459871509870176,83.3,0.10000000000000853
California Public Employees' Retirement System,7208,2012,328567000000.0,271389000000.0,57178000000.0,82.6,43901000000.0,11371350000.0,-203084000.0,7070000.0,380404000.0,15356696000.0,218082000.0,0.0,0.1,11.4,-0.1,,,-4779846000.0,0.25902257351768754,83.4,-0.8000000000000114
California Public Employees' Retirement System,7208,2013,340429000000.0,282991000000.0,57438000000.0,83.1,42599000000.0,12019911000.0,30284807000.0,7176000.0,426077000.0,16635263000.0,242595000.0,0.0,13.23,11.33,3.49,,,25007959000.0,0.28216415878307005,82.6,0.5
California Public Employees' Retirement System,7208,2014,375019000000.0,281928000000.0,93091000000.0,75.2,42575000000.0,12552640000.0,45590473000.0,7571000.0,381497000.0,17760584000.0,236968000.0,0.0,18.4,10.4,12.5,,,39771635000.0,0.29483593658250146,83.1,-7.8999999999999915
California Public Employees' Retirement System,7208,2015,394726000000.0,301257000000.0,93469000000.0,76.3,44958000000.0,13803777000.0,6689474000.0,494750000.0,340880000.0,18922292000.0,240623000.0,481227000.0,2.4,10.9,10.7,,,1002979000.0,0.30703716802348857,75.2,1.0999999999999943
California Public Employees' Retirement System,7208,2016,413700000000.0,302418000000.0,111282000000.0,73.1,47458000000.0,14908243000.0,1535342000.0,62903000.0,184447000.0,20093933000.0,238821000.0,49803000.0,0.6,6.9,6.8,,,-4060516000.0,0.314135509292427,76.3,-3.200000000000003
California State Teachers' Retirement System,7209,2003,109881000000.0,107654000000.0,2227000000.0,98.0,24729629918.0,4492607098.0,3688253842.0,584382577.0,72748956.0,4716299262.0,79512798.0,233814578.0,,,,,,3662867923.0,0.18166899839976813,,
California State Teachers' Retirement System,7209,2004,133169000000.0,110008000000.0,23161000000.0,82.6,24710709818.0,4806444473.0,16605271490.0,0.0,94767163.0,5545531666.0,82455563.0,0.0,17.38,4.95,3.68,,,15688961571.0,0.19450855553727744,98.0,-15.400000000000006
California State Teachers' Retirement System,7209,2005,136754000000.0,116340000000.0,20414000000.0,85.1,24573743118.0,5649861595.0,14127713305.0,1273132.0,94661975.0,6133873399.0,87969121.0,0.0,11.09,10.48,2.88,,,13462343537.0,0.2299145705182186,82.6,2.5
California State Teachers' Retirement System,7209,2006,145000980000.0,124959095000.0,20041885000.0,86.2,25242523314.0,5453021850.0,16077722099.0,70061.0,95610709.0,6649006753.0,97453457.0,0.0,13.21,13.86,7.5,,,14688743091.0,0.21602522783352832,85.1,1.1000000000000085
California State Teachers' Retirement System,7209,2007,154551000000.0,135257000000.0,19294000000.0,87.5,26196997274.0,5705068782.0,29839884317.0,554614.0,105894402.0,7167918134.0,106153336.0,0.0,21.03,15.07,13.08,,,28165541841.0,0.21777567567494338,86.2,1.2999999999999972
California State Teachers' Retirement System,7209,2008,171831000000.0,153902000000.0,17929000000.0,89.6,27220973044.0,6594713610.0,-9453709772.0,11952585.0,109362600.0,7821540232.0,101777809.0,0.0,-3.69,9.72,11.49,,,-10879724218.0,0.24226590281472674,87.5,2.0999999999999943
California State Teachers' Retirement System,7209,2009,183459000000.0,160950000000.0,22509000000.0,87.7,27299104000.0,6212745035.0,-40461138670.0,-264724.0,113323917.0,8600322238.0,105816012.0,0.0,-25.03,-2.56,3.32,,,-43068120526.0,0.22758054751540563,89.6,-1.8999999999999915
California State Teachers' Retirement System,7209,2010,185683000000.0,145142000000.0,40541000000.0,78.2,27509030000.0,5839323600.0,15089361598.0,7691462.0,140270268.0,9357947788.0,100124689.0,0.0,12.2,-5.5,3.54,,,11338033915.0,0.2122693384681321,87.7,-9.5
California State Teachers' Retirement System,7209,2011,196315000000.0,140291000000.0,56024000000.0,71.5,23447341000.0,5859524364.0,30030276984.0,6544414.0,110484212.0,10092064469.0,116089283.0,0.0,23.1,1.2,3.8,,,25577707798.0,0.249901443579466,78.2,-6.700000000000003
California State Teachers' Retirement System,7209,2012,207770000000.0,143930000000.0,63840000000.0,69.3,54416000000.0,5820463980.0,1071319990.0,4114889.0,138411095.0,10677135026.0,108110770.0,0.0,1.84,12.04,0.31,,,-4027758032.0,0.10696236364304616,71.5,-2.200000000000003
California State Teachers' Retirement System,7209,2013,222915000000.0,152432000000.0,70483000000.0,68.4,53962000000.0,5948291608.0,20682437403.0,1240518.0,136943708.0,11359180616.0,104994424.0,0.0,13.8,12.57,3.72,,,15030850781.0,0.11023111834253733,69.3,-0.8999999999999915
California State Teachers' Retirement System,7209,2014,230949000000.0,157787000000.0,73162000000.0,68.3,54095000000.0,5919247363.0,30402213593.0,1744578.0,154154448.0,11936343029.0,107599596.0,0.0,18.66,11.21,13.69,,,24125108461.0,0.10942318815047601,68.4,-0.10000000000000853
California State Teachers' Retirement System,7209,2015,231213000000.0,158495000000.0,72718000000.0,68.5,53968000000.0,6613322529.0,7612352623.0,3227081.0,145239323.0,12485742341.0,87692476.0,0.0,4.77,12.26,12.14,,,1510228093.0,0.12254155293877854,68.3,0.20000000000000284
California State Teachers' Retirement System,7209,2016,241753000000.0,165553000000.0,76200000000.0,68.5,28640000000.0,8288518725.0,2342571364.0,3904950.0,180055588.0,13079788360.0,84000668.0,0.0,1.35,7.81,7.65,,,-2708849577.0,0.28940358676675976,68.5,0.0
California State Teachers' Retirement System,7209,2017,266704000000.0,169976000000.0,96728000000.0,63.7,30324000000.0,10092346814.0,25165180166.0,72004867.0,182367387.0,13787035428.0,115509160.0,68207822.0,13.44,6.32,10.05,7959025741.0,1307560741.0,21176412050.0,0.33281713540430025,68.5,-4.799999999999997
California State Teachers' Retirement System,7209,2018,286950000000.0,179689000000.0,107261000000.0,62.6,31961000000.0,11159579597.0,18673537347.0,105143760.0,216083134.0,14432809117.0,103885961.0,95927048.0,9.0,7.8,9.2,9576575797.0,1913241288.0,15089555444.0,0.3491624040862301,63.7,-1.1000000000000014
California State Teachers' Retirement System,7209,2019,297603000000.0,190451000000.0,107152000000.0,63.99,32613000000.0,14627331055.0,14897832602.0,127602578.0,253953020.0,15196086785.0,99892889.0,109580888.0,6.8,9.7,6.9,10790437591.0,-178191814.0,13993252653.0,0.44851228206543403,62.6,1.3900000000000006
California State Teachers' Retirement System,7209,2020,310719000000.0,205016000000.0,105703000000.0,65.98,33679000000.0,14261937502.0,10103077384.0,101423030.0,218867762.0,15921965514.0,102710996.0,101037963.0,3.9,6.5,6.8,10848901736.0,336683784.0,8121855681.0,0.42346677460732207,63.99,1.990000000000002
California State Teachers' Retirement System,7209,2021,322127000000.0,216252000000.0,105875000000.0,67.13,34617000000.0,13231625453.0,67038619835.0,90453993.0,251555965.0,16606579259.0,101549050.0,91306018.0,27.19,12.17,11.78,10244846617.0,769388668.0,63309708989.0,0.38222912017216976,65.98,1.1499999999999915
California State Teachers' Retirement System,7209,2022,332082000000.0,242363000000.0,89719000000.0,72.98,34668000000.0,14868845832.0,-7390288635.0,130194807.0,191116443.0,17414244763.0,112424452.0,128134241.0,-1.3,9.3,8.7,11058629182.0,265447062.0,-10237167895.0,0.4288925185185185,67.13,5.8500000000000085
California State Teachers' Retirement System,7209,2023,346089000000.0,257537000000.0,88552000000.0,74.41,37482000000.0,15770717881.0,19674901127.0,303053332.0,221678525.0,18244898759.0,138939591.0,280930291.0,6.3,10.1,8.2,10634049333.0,-823853225.0,16862225174.0,0.4207544389573662,72.98,1.4299999999999926
California State Teachers' Retirement System,7209,2024,359741000000.0,273155000000.0,86586000000.0,75.93,39370000000.0,17266129562.0,26173060081.0,391347846.0,203039867.0,19046224466.0,141856508.0,340250527.0,8.4,4.3,8.5,11399079802.0,-1123880685.0,24099166121.0,0.438560567995936,74.41,1.5200000000000102
University of California Retirement Plan,7211,2003,32954800000.0,41429300000.0,-8474500000.0,125.7,7733778000.0,7871504.0,1892384406.0,0.0,25613250.0,954886449.0,32664847.0,2083857.0,5.6,,2.8,,,885007507.0,0.0010178083725703013,,
University of California Retirement Plan,7211,2004,35034183000.0,41293050000.0,-6258867000.0,117.9,7835249203.0,7652953.0,4998665585.0,0.0,22986771.0,1064180822.0,57236075.0,1066282.0,14.3,,3.2,,,3860848588.0,0.0009767338347157865,125.7,-7.799999999999997
University of California Retirement Plan,7211,2005,37252384000.0,41084862000.0,-3832478000.0,110.3,8149640137.0,2389764.0,3982915629.0,0.0,20183963.0,1223649052.0,70559534.0,1073978.0,10.3,10.08,2.73,,,2669838866.0,0.0002932355244927056,117.9,-7.6000000000000085
University of California Retirement Plan,7211,2006,40301708000.0,41972476000.0,-1670768000.0,104.1,8258984862.0,1758449.0,2977661275.0,0.0,32882706.0,1369819719.0,70864635.0,1127727.0,7.1,10.54,5.34,,,1504724937.0,0.00021291345478676336,110.3,-6.200000000000003
University of California Retirement Plan,7211,2007,41436576000.0,43433936000.0,-1997360000.0,104.8,7612700000.0,25340155.0,7915940216.0,0.0,37800867.0,1624954666.0,89828880.0,1113400.0,18.83,11.93,11.14,,,6187582558.0,0.003328668540727994,104.1,0.7000000000000028
University of California Retirement Plan,7211,2008,41436576000.0,43433936000.0,-1997360000.0,104.8,8426633533.0,4047256.0,-2593789447.0,0.0,35357243.0,1791989158.0,96690225.0,1198472.0,-5.74,6.22,8.61,,,-4514977289.0,0.0004802933442103919,104.8,0.0
University of California Retirement Plan,7211,2009,42576822000.0,43840272000.0,-1263450000.0,103.0,8288553643.0,1753818.0,-7904903914.0,0.0,31020238.0,1750219745.0,78794689.0,1433666.0,-18.81,1.43,2.3,,,-9764618434.0,0.0002115951799963515,104.8,-1.7999999999999972
University of California Retirement Plan,7211,2010,45160525000.0,42798773000.0,2361752000.0,94.8,8739433283.0,171819336.0,4154297030.0,0.0,28659448.0,1901063059.0,76484930.0,3996904.0,12.72,-3.94,1.86,,,2315912025.0,0.019660237733518035,103.0,-8.200000000000003
University of California Retirement Plan,7211,2011,47504309000.0,41195318000.0,6308991000.0,86.7,8869265277.0,1821182112.0,7629727518.0,0.0,27012521.0,2042844378.0,78775912.0,4076842.0,22.45,3.87,4.65,,,7298199977.0,0.2053362995830934,94.8,-8.099999999999994
University of California Retirement Plan,7211,2012,51831000000.0,42757000000.0,9074000000.0,82.5,9542340029.0,2123879821.0,115863685.0,0.0,28761910.0,2179081055.0,93991392.0,4076843.0,0.37,11.48,1.17,,,-66167694.0,0.22257431767735636,86.7,-4.200000000000003
University of California Retirement Plan,7211,2013,54620000000.0,42965000000.0,11655000000.0,78.7,9867500354.0,1225697052.0,4833337417.0,0.0,33349000.0,2391299414.0,96069136.0,4077000.0,11.71,11.14,4.67,,,3534239919.0,0.12421555693211987,82.5,-3.799999999999997
University of California Retirement Plan,7211,2014,57380961000.0,43572353000.0,13808608000.0,75.9,10395901589.0,2158341906.0,8009980162.0,0.0,33564469.0,2578053786.0,109486525.0,4077000.0,17.42,9.6,12.69,,,7443140288.0,0.20761469195550694,78.7,-2.799999999999997
University of California Retirement Plan,7211,2015,60417177000.0,48327981000.0,12089196000.0,80.0,11086876030.0,3303057417.0,1991755428.0,2046854.0,48285699.0,2798547307.0,178445968.0,0.0,4.5,11.0,11.0,,,2271580725.0,0.2979249887941608,75.9,4.099999999999994
University of California Retirement Plan,7211,2016,65841255000.0,53762286000.0,12078969000.0,81.7,10196015000.0,3367718889.0,-1106425838.0,1771083.0,48339070.0,2969393333.0,136247825.0,0.0,-2.01,6.3,6.1,,,-890916094.0,0.3302975612530974,80.0,1.7000000000000028
University of California Retirement Plan,7211,2017,72965272000.0,61884530000.0,11080742000.0,84.8,12412591000.0,3448563000.0,7864809000.0,1472000.0,31001000.0,3180324000.0,140666000.0,13127000.0,14.5,5.4,9.0,2654710000.0,98134000.0,7949726000.0,0.27782781209821544,81.7,3.0999999999999943
University of California Retirement Plan,7211,2018,76881052000.0,66577372000.0,10303680000.0,86.6,12412591670.0,3446018000.0,4836404000.0,1148000.0,27300000.0,3434230000.0,153324000.0,9384000.0,7.8,6.5,8.2,2669169000.0,164295000.0,4659332000.0,0.2776227633692876,84.8,1.7999999999999972
